id,name,aliases,family,data_shape,shape_label,origin_code,origin,universality,depth_tier,areas,subject_tags,tools,sibling_count,siblings
P698,In vivo bioluminescence / fluorescence image,IVIS image,F28 Clinical & preclinical imaging,S26,Physical lab output (no input table),L,Lab-only (physical output),domain-signature,deep,LS;HM,cancer-biology;veterinary,IVIS Spectrum + Living Image software; Bruker In-Vivo Xtreme,64,Ridgeline plot;Scanning electron micrograph;Western blot;Southern blot;Northern blot;Far-western blot;Dot blot / slot blot;Agarose gel electrophoresis image;SDS-PAGE stained gel;Native PAGE / Blue-native PAGE;Zymogram;EMSA;Pulsed-field gel electrophoresis;Comet assay image;Autoradiograph;Brightfield micrograph;Phase contrast micrograph;DIC micrograph;Immunofluorescence micrograph;Confocal microgra
P699,Micro-CT reconstruction,small-animal CT; bone microarchitecture,F28 Clinical & preclinical imaging,S21,Image or raster grid,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,LS;HM,anatomy-physiology;palaeontology,3D Slicer; Dragonfly; CTAn; BoneJ,17,Spectrogram;Thermal / infrared camera image;fMRI statistical parametric map;Interferogram;Kymograph;Multiplexed tissue imaging figure;PIV vector field;Industrial CT slice / 3-D render;MRI image;PET / SPECT uptake image;OCT retinal scan;Small-animal MRI / preclinical MRI;Behavioural tracking heatmap;Glass brain plot;Cortical thickness / morphometry map;Spatial feature plot;CT slice / MPR / 3-D volu
P700,Small-animal MRI / preclinical MRI,,F28 Clinical & preclinical imaging,S21,Image or raster grid,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,LS,neuroscience;veterinary,Bruker ParaVision; FSL,17,Spectrogram;Thermal / infrared camera image;fMRI statistical parametric map;Interferogram;Kymograph;Multiplexed tissue imaging figure;PIV vector field;Industrial CT slice / 3-D render;MRI image;PET / SPECT uptake image;OCT retinal scan;Micro-CT reconstruction;Behavioural tracking heatmap;Glass brain plot;Cortical thickness / morphometry map;Spatial feature plot;CT slice / MPR / 3-D volume render
P701,Behavioural tracking heatmap,open field / EPM occupancy map,F28 Clinical & preclinical imaging,S21,Image or raster grid,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,LS,zoology-behaviour;neuroscience,EthoVision XT; ANY-maze; DeepLabCut; ezTrack,17,Spectrogram;Thermal / infrared camera image;fMRI statistical parametric map;Interferogram;Kymograph;Multiplexed tissue imaging figure;PIV vector field;Industrial CT slice / 3-D render;MRI image;PET / SPECT uptake image;OCT retinal scan;Micro-CT reconstruction;Small-animal MRI / preclinical MRI;Glass brain plot;Cortical thickness / morphometry map;Spatial feature plot;CT slice / MPR / 3-D volume re
P702,Pose estimation trace,DeepLabCut / SLEAP keypoint trajectory,F28 Clinical & preclinical imaging,S08,Time series,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,LS,zoology-behaviour;neuroscience,DeepLabCut; SLEAP; DeepEthogram,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P703,Gait analysis / motion capture stick figure,,F28 Clinical & preclinical imaging,S29,Three-dimensional structure or spatial coordinates,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,HM;LS,sports-exercise;anatomy-physiology,Vicon Nexus; OpenSim; CatWalk,16,Ramachandran plot;Molecular docking pose figure;Predicted aligned error plot;RMSD / RMSF trajectory plot;Protein domain architecture diagram;ORTEP thermal ellipsoid plot;Electron density difference map;Electronic band structure plot;Brillouin zone diagram;Cortical surface render;DTI tractography render;Protein structure cartoon;2-D ligand interaction diagram;pLDDT-coloured structure;Unit cell pack
P704,Camera trap detection timeline / image,,F28 Clinical & preclinical imaging,S08,Time series,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,LS,ecology;biodiversity,camtrapR; Wildlife Insights; MegaDetector,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P705,Patch-clamp trace,whole-cell current/voltage recording,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",domain-signature,deep,LS,neuroscience;physiology,Clampfit/pCLAMP; Stimfit; Igor NeuroMatic,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / accelerometer trace
P706,Patch-clamp I-V relationship,,F29 Electrophysiology & neuroimaging,S03,Two continuous variables,D,Data-driven,domain-signature,standard,LS,neuroscience;physiology,Clampfit; ggplot2,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P707,Spike raster plot,,F29 Electrophysiology & neuroimaging,S08,Time series,D,Data-driven,niche,deep,LS,neuroscience,Elephant; Neo; MATLAB; ggplot2,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P708,Peri-stimulus time histogram,PSTH,F29 Electrophysiology & neuroimaging,S01,One continuous variable,D,Data-driven,niche,stub,LS,neuroscience,Elephant; MATLAB; ggplot2,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Gutenberg-Richter 
P709,Local field potential trace,,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",niche,stub,LS,neuroscience,Neo; MNE; SpikeInterface,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / a
P710,Spike sorting cluster plot,waveform + PCA cluster plot,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),D,Data-driven,niche,stub,LS,neuroscience,SpikeInterface; Kilosort/Phy; MountainSort,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / a
P711,EEG multichannel trace,,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",domain-signature,deep,HM;LS,neurology;neuroscience,MNE-Python; EEGLAB; FieldTrip; Brainstorm,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / accelerometer trace;Poly
P712,EEG topographic scalp map,topoplot,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),D,Data-driven,domain-signature,standard,LS;HM,neuroscience;neuro-cognitive,MNE-Python; EEGLAB; eegUtils,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / accelerometer trace;Polysom
P713,ERP waveform plot,event-related potential plot,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),D,Data-driven,domain-signature,standard,SH;LS,neuro-cognitive;psychology,MNE-Python; ERPLAB; eegUtils,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;Time-frequency / ERSP plot;EMG trace;Actigraphy / accelerometer trace
P714,Time-frequency / ERSP plot,,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),D,Data-driven,domain-signature,standard,LS;SH,neuroscience;neuro-cognitive,MNE-Python; EEGLAB; FieldTrip,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;EMG trace;Actigraphy / accelerometer trace;Polysomn
P715,MEG source localisation map,,F29 Electrophysiology & neuroimaging,S16,Values attached to geography,D,Data-driven,domain-signature,standard,LS;HM,neuroscience,MNE-Python; Brainstorm; FieldTrip,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P716,fMRI statistical parametric map,activation map; SPM overlay,F29 Electrophysiology & neuroimaging,S21,Image or raster grid,D,Data-driven,cross-domain,deep,SH;HM;LS,neuro-cognitive;radiology,SPM; FSL; AFNI; nilearn; fMRIPrep,17,Spectrogram;Thermal / infrared camera image;Interferogram;Kymograph;Multiplexed tissue imaging figure;PIV vector field;Industrial CT slice / 3-D render;MRI image;PET / SPECT uptake image;OCT retinal scan;Micro-CT reconstruction;Small-animal MRI / preclinical MRI;Behavioural tracking heatmap;Glass brain plot;Cortical thickness / morphometry map;Spatial feature plot;CT slice / MPR / 3-D volume rende
P717,Glass brain plot,,F29 Electrophysiology & neuroimaging,S21,Image or raster grid,D,Data-driven,domain-signature,standard,SH;LS,neuro-cognitive,nilearn; SPM,17,Spectrogram;Thermal / infrared camera image;fMRI statistical parametric map;Interferogram;Kymograph;Multiplexed tissue imaging figure;PIV vector field;Industrial CT slice / 3-D render;MRI image;PET / SPECT uptake image;OCT retinal scan;Micro-CT reconstruction;Small-animal MRI / preclinical MRI;Behavioural tracking heatmap;Cortical thickness / morphometry map;Spatial feature plot;CT slice / MPR / 3
P718,Cortical surface render,inflated surface map,F29 Electrophysiology & neuroimaging,S29,Three-dimensional structure or spatial coordinates,D,Data-driven,domain-signature,standard,LS;SH,neuroscience;neuro-cognitive,FreeSurfer; Connectome Workbench; pysurfer,16,Ramachandran plot;Molecular docking pose figure;Predicted aligned error plot;RMSD / RMSF trajectory plot;Protein domain architecture diagram;ORTEP thermal ellipsoid plot;Electron density difference map;Electronic band structure plot;Brillouin zone diagram;Gait analysis / motion capture stick figure;DTI tractography render;Protein structure cartoon;2-D ligand interaction diagram;pLDDT-coloured stru
P719,Cortical thickness / morphometry map,,F29 Electrophysiology & neuroimaging,S21,Image or raster grid,D,Data-driven,domain-signature,standard,HM;LS,neurology;neuroscience,FreeSurfer; CAT12; ANTs,17,Spectrogram;Thermal / infrared camera image;fMRI statistical parametric map;Interferogram;Kymograph;Multiplexed tissue imaging figure;PIV vector field;Industrial CT slice / 3-D render;MRI image;PET / SPECT uptake image;OCT retinal scan;Micro-CT reconstruction;Small-animal MRI / preclinical MRI;Behavioural tracking heatmap;Glass brain plot;Spatial feature plot;CT slice / MPR / 3-D volume render
P720,DTI tractography render,fibre tract visualisation,F29 Electrophysiology & neuroimaging,S29,Three-dimensional structure or spatial coordinates,D,Data-driven,domain-signature,deep,LS;HM,neuroscience;radiology,MRtrix3; DSI Studio; TrackVis; DIPY,16,Ramachandran plot;Molecular docking pose figure;Predicted aligned error plot;RMSD / RMSF trajectory plot;Protein domain architecture diagram;ORTEP thermal ellipsoid plot;Electron density difference map;Electronic band structure plot;Brillouin zone diagram;Gait analysis / motion capture stick figure;Cortical surface render;Protein structure cartoon;2-D ligand interaction diagram;pLDDT-coloured stru
P721,Brain connectivity matrix,connectome matrix,F29 Electrophysiology & neuroimaging,S12,Pairwise matrix,D,Data-driven,domain-signature,standard,LS;SH,neuroscience;network-science,BCT; nilearn; netplotbrain,15,Heatmap (categorical matrix);Correlogram;Calendar heatmap;Autocorrelation plot;Confusion matrix heatmap;Clustered expression heatmap;Spiral plot;Oncoprint;Mass cytometry (CyTOF) heatmap;Antibiogram heatmap;Cohort retention heatmap;Bertin reorderable matrix;Sample-sample distance heatmap;Single-cell dot plot;RFM segmentation heatmap
P722,Connectogram,circular brain connectivity plot,F29 Electrophysiology & neuroimaging,S13,Nodes and edges,D,Data-driven,domain-signature,standard,LS,neuroscience;network-science,circlize; BrainNet Viewer; MNE,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (ass
P723,ECG trace,electrocardiogram,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",niche,stub,HM,cardiology,neurokit2; wfdb; instrument printout,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / a
P724,EMG trace,electromyogram,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,HM;LS,sports-exercise;physiology,neurokit2; biosppy; Delsys,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;Actigraphy / acceleromet
P725,Actigraphy / accelerometer trace,,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,HM,psychiatry;sports-exercise,GGIR; ActiLife; accelerometry,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Polysomnogram 
P726,Polysomnogram / hypnogram,,F29 Electrophysiology & neuroimaging,S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,HM,psychiatry;respiratory,YASA; sleep scoring software,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / a
P727,Word cloud,tag cloud,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,media-studies;digital-humanities,wordcloud2; wordcloud; python wordcloud,11,Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P728,Word tree,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,linguistics;digital-humanities,Voyant Tools; d3,11,Word cloud;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P729,Concordance / KWIC display,keyword in context,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,linguistics;literature,quanteda::kwic; AntConc; NLTK,11,Word cloud;Word tree;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P730,Lexical dispersion plot,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,linguistics;literature,quanteda::textplot_xray; NLTK dispersion_plot,11,Word cloud;Word tree;Concordance / KWIC display;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P731,Keyness plot,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,linguistics;media-studies,quanteda::textstat_keyness,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P732,Topic model visualisation,LDAvis intertopic distance map,"F30 Text, qualitative & humanities",S16,Values attached to geography,D,Data-driven,domain-signature,deep,SH;XM,digital-humanities;data-science,LDAvis; pyLDAvis; BERTopic,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P733,Topic prevalence over time plot,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,media-studies;political-science,stm; BERTopic,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P734,Semantic / text network plot,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,linguistics;media-studies,quanteda; igraph; textnets,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P735,Sentiment arc,narrative arc plot,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,literature;digital-humanities,syuzhet; sentimentr,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot;Manuscript stemma
P736,Stylometry bootstrap consensus tree,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,literature;digital-humanities,stylo,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Character co-occurrence network;Discourse network plot;Manuscript stemma
P737,Character co-occurrence network,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,literature;digital-humanities,igraph; Gephi,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Discourse network plot;Manuscript stemma
P738,Sequence index plot,life-course sequence plot,"F30 Text, qualitative & humanities",S08,Time series,D,Data-driven,domain-signature,deep,SH,sociology;demography,TraMineR; seqHMM,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P739,State distribution plot,chronogram,"F30 Text, qualitative & humanities",S08,Time series,D,Data-driven,domain-signature,standard,SH,sociology;demography,TraMineR,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P740,Qualitative code matrix / code map,,"F30 Text, qualitative & humanities",S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH,sociology;education,NVivo; MAXQDA; ATLAS.ti,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P741,Discourse network plot,,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,political-science;media-studies,Discourse Network Analyzer; rDNA,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Manuscript stemma
P742,Manuscript stemma,textual transmission tree,"F30 Text, qualitative & humanities",S28,Text corpus,D,Data-driven,domain-signature,standard,SH,literature;history,stemmaweb; PhyloBayes,11,Word cloud;Word tree;Concordance / KWIC display;Lexical dispersion plot;Keyness plot;Topic prevalence over time plot;Semantic / text network plot;Sentiment arc;Stylometry bootstrap consensus tree;Character co-occurrence network;Discourse network plot
P743,Piano roll / score visualisation,,"F30 Text, qualitative & humanities",S16,Values attached to geography,D,Data-driven,niche,stub,SH,arts-performance,music21; librosa,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P744,Historical network map,Palladio-style spatial network,"F30 Text, qualitative & humanities",S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH,history;digital-humanities,Palladio; Gephi; ggplot2+sf,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P745,Archaeological site plan / harris matrix,,"F30 Text, qualitative & humanities",S27,Schematic (no data),C,Conceptual / schematic,niche,stub,SH,archaeology,Harris Matrix Composer; QGIS,25,Flow chart;Directed acyclic graph;Molecular orbital diagram;Jablonski diagram;Feynman diagram;Energy level diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Ray diag
P746,Lorenz curve,,F31 Social science & econometrics,S01,One continuous variable,D,Data-driven,domain-signature,deep,SH,economics;sociology,ineq; gglorenz; ggplot2,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Gutenberg-Richter 
P747,Concentration / Gini plot,,F31 Social science & econometrics,S01,One continuous variable,D,Data-driven,domain-signature,standard,SH;HM,economics;health-econ,ineq; rineq,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Gutenberg-Richter 
P748,Growth incidence curve,,F31 Social science & econometrics,S01,One continuous variable,D,Data-driven,niche,stub,SH,economics,ggplot2,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Gutenberg-Richter 
P749,Impulse response function plot,IRF plot,F31 Social science & econometrics,S22,Model output vs observed,D,Data-driven,domain-signature,standard,SH,econometrics;finance,vars; statsmodels VAR,62,Regression line with confidence band;LOESS / LOWESS smoother;ROC curve;Feature importance plot;Spline / GAM partial effect plot;Calibration plot;Bland-Altman plot;Residual vs fitted plot;Added-variable plot;Marginal effects plot;Interaction plot;Nomogram;Precision-recall curve;Decision curve analysis;Lift chart / cumulative gains chart;SHAP beeswarm plot;SHAP force / waterfall plot;Partial depende
